"소득별",500~600만원 미만,3.3,15.7,45.0,34.0,2.0,3.16,3.3,21.1,43.6,31.1,0.9,3.05,1.4,16.5,52.6,28.2,1.3,3.11
"소득별",600~700만원 미만,0.0,17.5,63.9,18.6,0.0,3.01,0.0,8.5,60.2,31.3,0.0,3.23,0.0,8.7,68.6,22.6,0.0,3.14
"소득별",700만원 이상,3.5,14.7,46.9,30.6,4.3,3.18,3.9,15.7,49.0,28.7,2.7,3.11,4.1,23.1,53.9,12.8,6.0,2.93
"주거형태별",단독주택,2.6,18.2,46.5,28.5,4.2,3.14,2.0,19.7,44.8,28.4,5.1,3.15,2.2,15.2,47.5,29.4,5.7,3.21
"주거형태별",아파트,2.5,11.5,47.1,33.8,5.1,3.27,2.1,11.0,50.9,31.2,4.9,3.26,2.6,9.5,55.2,27.0,5.7,3.24
"주거형태별",다세대주택,1.5,34.1,44.6,17.8,2.0,2.85,1.7,35.4,44.6,16.2,2.1,2.82,2.3,32.2,35.8,24.6,5.2,2.98
"주거형태별",연립주택,6.1,6.5,53.4,30.9,3.1,3.18,5.5,9.9,54.2,27.8,2.7,3.12,3.0,13.5,55.0,25.7,2.8,3.12
"주거형태별",기타,0.0,15.4,42.9,41.7,0.0,3.26,3.7,49.6,36.9,9.8,0.0,2.53,2.5,15.3,41.8,34.2,6.1,3.26
"주거점유형태별",자기집,2.7,16.1,47.1,30.3,3.9,3.17,1.9,16.5,46.5,30.7,4.4,3.19,2.4,13.6,49.7,29.1,5.2,3.21
"주거점유형태별",전세,2.6,9.2,54.1,28.9,5.3,3.25,3.7,10.4,54.4,24.5,7.1,3.21,2.0,5.6,60.6,24.7,7.0,3.29
"주거점유형태별",보증금 있는 연/월세,2.1,20.9,47.7,25.8,3.5,3.07,2.3,28.4,49.1,17.1,3.1,2.90,2.4,23.6,49.6,21.0,3.4,2.99
"주거점유형태별",보증금 없는 연/월세,4.0,14.6,38.7,37.7,5.0,3.25,4.4,14.9,36.1,38.3,6.3,3.27,3.2,6.8,37.2,43.3,9.5,3.49
"주거점유형태별",무상 및 기타,3.4,14.5,48.0,28.8,5.3,3.18,3.0,14.3,53.5,24.5,4.8,3.14,1.6,16.8,50.3,24.4,6.9,3.18
"성별",남성,2.8,20.9,45.9,27.0,3.3,3.07,2.6,21.4,47.2,25.1,3.7,3.06,2.9,18.2,48.6,25.6,4.7,3.11
"성별",여성,2.9,21.1,44.5,27.9,3.5,3.08,2.7,20.9,45.4,27.6,3.4,3.08,1.8,19.6,48.7,25.9,4.0,3.11
"연령별",15~19세,0.9,29.9,38.4,25.6,5.2,3.04,1.0,29.4,44.4,21.1,4.1,2.98,1.9,29.6,44.2,19.7,4.7,2.96
"연령별",20~29세,2.7,27.5,44.0,23.5,2.4,2.95,4.0,26.7,44.2,22.3,2.7,2.93,3.4,22.6,43.7,25.7,4.5,3.05
"연령별",30~39세,3.6,24.0,44.2,26.5,1.7,2.99,3.9,24.1,44.5,25.1,2.4,2.98,2.1,22.8,46.5,24.7,3.9,3.06
"연령별",40~49세,4.2,19.1,49.1,24.4,3.2,3.03,3.1,21.0,49.4,23.1,3.4,3.03,2.5,18.8,52.6,22.8,3.2,3.05
"연령별",50~59세,1.9,16.3,50.1,28.3,3.3,3.15,1.7,17.4,50.1,27.9,2.8,3.13,2.9,13.8,53.3,25.7,4.4,3.15
"연령별",60세 이상,2.8,16.5,42.3,33.6,4.8,3.21,1.9,15.1,43.9,33.6,5.5,3.26,1.5,13.8,47.6,31.6,5.5,3.26
"학력별",초등학교 졸업 이하,3.0,14.0,42.9,34.5,5.6,3.26,1.9,13.3,44.6,34.0,6.2,3.29,1.4,12.3,50.5,30.3,5.5,3.26
"학력별",중학교 졸업,2.0,19.4,43.9,30.1,4.6,3.16,1.2,17.0,44.9,31.6,5.3,3.23,1.0,14.0,50.2,29.8,5.0,3.24
"학력별",고등학교 졸업,1.9,20.6,46.8,27.2,3.4,3.10,2.1,21.0,49.1,24.7,3.0,3.05,2.5,19.0,48.7,25.5,4.3,3.10
"학력별",대학교 졸업,3.4,23.9,44.8,25.4,2.4,3.00,3.5,24.3,44.6,24.7,3.1,3.00,2.8,21.4,47.6,24.2,4.1,3.05
"학력별",대학원 졸업,11.0,19.2,44.1,20.8,4.9,2.89,6.8,25.4,45.9,21.4,0.5,2.84,1.5,22.8,51.5,21.2,3.0,3.01
"직업별",전문/관리,5.3,15.9,52.9,23.8,2.1,3.01,4.0,20.2,55.7,17.5,2.7,2.95,3.0,18.1,56.2,19.5,3.3,3.02
"직업별",사무직,2.2,24.9,45.9,24.8,2.3,3.00,2.7,25.9,43.0,25.3,3.2,3.01,2.4,22.8,44.3,25.8,4.6,3.07
"직업별",서비스/판매,2.4,22.8,45.5,26.4,3.0,3.05,2.7,23.4,45.0,26.3,2.6,3.03,2.4,18.8,47.3,27.5,4.1,3.12
"직업별",농/림/어업,2.8,15.3,48.1,28.4,5.4,3.18,2.1,12.5,48.0,30.9,6.6,3.27,2.1,11.0,51.7,29.8,5.3,3.25
"직업별",기능/단순노무,3.9,14.7,47.6,29.7,4.0,3.15,3.0,14.9,48.8,28.0,5.3,3.18,3.8,13.7,51.8,25.4,5.4,3.15
"직업별",학생,1.5,29.8,38.5,25.7,4.5,3.02,2.4,26.5,45.6,22.7,2.8,2.97,1.8,28.0,44.3,21.6,4.2,2.98
"직업별",주부,3.0,18.4,45.7,29.7,3.2,3.12,2.6,19.2,46.9,28.4,2.9,3.10,2.1,19.4,49.8,24.1,4.7,3.10
"직업별",무직/기타,3.4,22.0,40.1,31.6,3.0,3.09,2.4,24.0,41.0,29.1,3.5,3.07,1.4,18.9,46.5,30.1,3.2,3.15
"계층별",상,9.7,12.1,40.1,34.3,3.8,3.10,8.8,24.5,30.8,33.2,2.7,2.97,8.0,14.8,51.1,23.2,2.9,2.98
"계층별",중상,2.8,15.0,47.9,30.2,4.0,3.18,2.4,16.2,41.0,36.1,4.4,3.24,1.7,13.7,47.3,31.3,6.0,3.26
"계층별",중하,2.4,24.7,44.7,25.2,3.0,3.02,2.4,24.3,48.8,21.5,3.0,2.98,2.2,22.8,47.8,23.3,3.9,3.04
"계층별",하,3.6,17.8,44.5,30.1,3.9,3.13,3.4,17.6,44.9,29.8,4.4,3.14,3.0,14.7,51.3,26.9,4.2,3.15
