년월,시도명,읍면동명,업종명,성별,이용자수,이용금액,거주인구,근무인구,방문인구,데이터기준일자
Aug-20,제주시,애월읍,일반유흥 주점업,남성,18,3260000,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,애월읍,슈퍼마켓,남성,6555,137103430,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,애월읍,수산물 소매업,여성,147,7717000,12074384.3,977373.59,7987759.803,2021-07-26
Aug-20,제주시,애월읍,그외 기타 종합 소매업,여성,3,800000,12074384.3,977373.59,7987759.803,2021-07-26
Aug-20,제주시,애월읍,기타 수상오락 서비스업,남성,1,120000,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,애월읍,기타 수상오락 서비스업,여성,4,490000,12074384.3,977373.59,7987759.803,2021-07-26
Aug-20,제주시,애월읍,기타 외국식 음식점업,남성,657,14835500,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,애월읍,기타 외국식 음식점업,여성,308,7267000,12074384.3,977373.59,7987759.803,2021-07-26
Aug-20,제주시,애월읍,기타 주점업,남성,35,5090000,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,애월읍,기타 주점업,여성,3,290000,12074384.3,977373.59,7987759.803,2021-07-26
Aug-20,제주시,애월읍,기타음식료품위주종합소매업,남성,12857,661549024,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,애월읍,기타음식료품위주종합소매업,여성,11363,599230930,12074384.3,977373.59,7987759.803,2021-07-26
Aug-20,제주시,애월읍,비알콜 음료점업,남성,3178,43062020,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,애월읍,비알콜 음료점업,여성,3281,45440900,12074384.3,977373.59,7987759.803,2021-07-26
Aug-20,제주시,애월읍,빵 및 과자류 소매업,남성,1846,31967480,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,애월읍,빵 및 과자류 소매업,여성,2147,34214900,12074384.3,977373.59,7987759.803,2021-07-26
Aug-20,제주시,애월읍,서양식 음식점업,남성,8797,235418130,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,애월읍,서양식 음식점업,여성,10560,266162937,12074384.3,977373.59,7987759.803,2021-07-26
Aug-20,제주시,애월읍,수산물 소매업,남성,147,8285000,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,애월읍,그외 기타 종합 소매업,남성,8,2650000,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,아라동,여관업,남성,263,25501465,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,스포츠 및 레크레이션 용품 임대업,여성,152,12315100,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,삼양동,여관업,여성,24,1481210,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,욕탕업,남성,267,6900000,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,욕탕업,여성,171,4972100,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,육류 소매업,남성,370,38963136,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,육류 소매업,여성,296,42098928,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,일식 음식점업,남성,508,30567200,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,여관업,남성,64,4360630,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,일식 음식점업,여성,349,18506000,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,전시 및 행사 대행업,여성,5,494000,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,중식 음식점업,남성,1290,33782400,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,중식 음식점업,여성,729,20196600,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,차량용 가스 충전업,남성,42,2741050,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,차량용 가스 충전업,여성,41,3009660,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,차량용 주유소 운영업,남성,2699,154307816,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,차량용 주유소 운영업,여성,1421,70772524,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,스포츠 및 레크레이션 용품 임대업,여성,193,6891880,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,스포츠 및 레크레이션 용품 임대업,남성,586,17302659,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,기타 외국식 음식점업,여성,23,1647000,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,기타 주점업,남성,93,14079000,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,기타 주점업,여성,13,1527000,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,기타음식료품위주종합소매업,남성,1000,23409620,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,기타음식료품위주종합소매업,여성,1151,27148950,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,비알콜 음료점업,남성,2499,19475560,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,비알콜 음료점업,여성,2924,23642909,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,빵 및 과자류 소매업,남성,1130,13134560,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,빵 및 과자류 소매업,여성,1789,20571030,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,서양식 음식점업,남성,1756,30297770,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,서양식 음식점업,여성,2017,36678640,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,수산물 소매업,남성,152,8339300,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,수산물 소매업,여성,105,6215600,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,슈퍼마켓,남성,12363,276890713,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,슈퍼마켓,여성,11284,298597732,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,체인화 편의점,남성,17581,164679040,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,체인화 편의점,여성,9149,90415150,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1837,24950000,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,아라동,기타 주점업,여성,16,1060000,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,기타음식료품위주종합소매업,남성,2248,85063190,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,기타음식료품위주종합소매업,여성,2058,78540120,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,마사지업,남성,4,245000,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,마사지업,여성,4,165000,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,비알콜 음료점업,남성,6457,51683265,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,비알콜 음료점업,여성,7433,65741410,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,빵 및 과자류 소매업,남성,2356,32354930,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,빵 및 과자류 소매업,여성,3281,43967680,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,서양식 음식점업,남성,6105,116605760,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,서양식 음식점업,여성,6498,135750050,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,수산물 소매업,남성,97,1839460,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,수산물 소매업,여성,115,2793070,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,슈퍼마켓,남성,16092,324308613,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,슈퍼마켓,여성,12799,304394920,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,스포츠 및 레크레이션 용품 임대업,남성,233,26239000,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,애월읍,중식 음식점업,남성,1718,46809500,12264637.64,1368997.107,9293212.671,2021-07-26
Aug-20,제주시,아라동,기타 주점업,남성,31,2587000,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,삼양동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1833,23423770,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,한식 음식점업,남성,8588,311229244,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,한식 음식점업,여성,5370,173184292,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,삼양동,화장품 및 방향제 소매업,남성,84,2727720,7577549.744,292124.214,1981408.72,2021-07-26
Aug-20,제주시,삼양동,화장품 및 방향제 소매업,여성,252,6919010,8375022.94,291128.21,1749370.75,2021-07-26
Aug-20,제주시,아라동,건강보조식품 소매업,남성,16,937500,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,건강보조식품 소매업,여성,27,4134400,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,골프장 운영업,남성,2113,212112733,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,골프장 운영업,여성,624,58817050,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,과실 및 채소 소매업,남성,142,11498100,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,과실 및 채소 소매업,여성,130,7276000,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,관광 민예품 및 선물용품 소매업,여성,8,429500,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,그외 기타 종합 소매업,남성,14,6130000,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,그외 기타 종합 소매업,여성,9,5135000,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,아라동,기타 외국식 음식점업,남성,792,23538000,12357080.7,1492713.607,4546936.339,2021-07-26
Aug-20,제주시,아라동,기타 외국식 음식점업,여성,615,20459700,14223801.67,1893027.795,4311289.407,2021-07-26
Aug-20,제주시,일도2동,여관업,남성,114,5251058,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,용담2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,7906,80496850,3451576.462,731222.652,5101306.939,2021-07-26
Aug-20,제주시,조천읍,휴양콘도 운영업,여성,587,120030300,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,추자면,과실 및 채소 소매업,남성,77,6567700,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,과실 및 채소 소매업,여성,46,2854400,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,추자면,기타 주점업,남성,93,17150000,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,기타 주점업,여성,13,3010000,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,추자면,비알콜 음료점업,남성,66,1313500,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,비알콜 음료점업,여성,51,1078000,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,추자면,서양식 음식점업,남성,141,1927000,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,서양식 음식점업,여성,55,939500,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,추자면,수산물 소매업,남성,61,9427000,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,수산물 소매업,여성,38,3202000,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,추자면,슈퍼마켓,남성,957,21067970,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,슈퍼마켓,여성,450,10389210,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,추자면,스포츠 및 레크레이션 용품 임대업,남성,29,1249016,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,스포츠 및 레크레이션 용품 임대업,여성,1,17000,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,조천읍,휴양콘도 운영업,남성,857,179357650,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,화장품 및 방향제 소매업,여성,50,2387400,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,중식 음식점업,여성,697,19941130,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,차량용 가스 충전업,남성,82,7836520,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,차량용 가스 충전업,여성,72,8354070,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,차량용 주유소 운영업,남성,5705,241922867,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,차량용 주유소 운영업,여성,2790,109894098,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,체인화 편의점,남성,29332,281538710,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,체인화 편의점,여성,16031,154479180,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,택시 운송업,여성,1,40000,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,2601,43247030,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,2398,37603220,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,한식 음식점업,남성,21003,835911977,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,한식 음식점업,여성,15284,575676438,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,호텔업,남성,66,10354060,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,호텔업,여성,30,3504139,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,화장품 및 방향제 소매업,남성,26,941000,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,추자면,여관업,남성,43,3998000,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,조천읍,중식 음식점업,남성,1279,36067250,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,추자면,일반유흥 주점업,남성,26,5030000,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,한경면,그외 기타 스포츠시설 운영업,여성,8,2790000,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,한경면,그외 기타 종합 소매업,여성,3,850000,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,한경면,기타 수상오락 서비스업,남성,22,485500,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,한경면,기타 수상오락 서비스업,여성,12,303200,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,한경면,기타 외국식 음식점업,남성,120,3343000,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,한경면,기타 외국식 음식점업,여성,25,644000,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,한경면,기타 주점업,남성,24,6865000,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,한경면,그외 기타 스포츠시설 운영업,남성,1,680000,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,한경면,기타 주점업,여성,4,580000,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,한경면,기타음식료품위주종합소매업,여성,1562,59889040,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,한경면,내항 여객 운송업,남성,13,505000,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,한경면,내항 여객 운송업,여성,13,575500,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,한경면,비알콜 음료점업,남성,117,2680500,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,한경면,비알콜 음료점업,여성,124,2452100,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,한경면,빵 및 과자류 소매업,남성,321,5914800,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,한경면,기타음식료품위주종합소매업,남성,2367,76288180,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,한경면,관광 민예품 및 선물용품 소매업,여성,28,175000,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,한경면,관광 민예품 및 선물용품 소매업,남성,24,214000,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,추자면,일반유흥 주점업,여성,6,1050000,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,추자면,중식 음식점업,남성,97,3227016,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,중식 음식점업,여성,42,1586000,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,추자면,차량용 가스 충전업,남성,7,1080000,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,차량용 가스 충전업,여성,4,240000,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,추자면,차량용 주유소 운영업,남성,140,8649000,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,차량용 주유소 운영업,여성,42,2940000,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,추자면,체인화 편의점,남성,1398,18997160,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,체인화 편의점,여성,512,7596540,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,추자면,한식 음식점업,남성,649,37989100,565411.279,40300.535,595170.607,2021-07-26
Aug-20,제주시,추자면,한식 음식점업,여성,242,14289500,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,한경면,골프장 운영업,남성,1124,170574675,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,한경면,골프장 운영업,여성,346,46450800,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,한경면,과실 및 채소 소매업,남성,250,4528000,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,한경면,과실 및 채소 소매업,여성,216,3190000,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,추자면,여관업,여성,10,1316000,408566.4,17961.186,325779.72,2021-07-26
Aug-20,제주시,한경면,빵 및 과자류 소매업,여성,364,6576050,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,조천읍,전시 및 행사 대행업,여성,2301,58584800,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,전시 및 행사 대행업,남성,2394,69118800,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,일도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,3583,36229420,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,일도2동,한식 음식점업,남성,16122,619951503,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,일도2동,한식 음식점업,여성,8623,309502668,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,일도2동,화장품 및 방향제 소매업,남성,124,5090270,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,일도2동,화장품 및 방향제 소매업,여성,301,12102280,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,조천읍,건강보조식품 소매업,여성,6,1380000,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,일도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,4585,44867730,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,조천읍,골프장 운영업,남성,1195,180207300,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,골프장 운영업,여성,340,44506700,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,과실 및 채소 소매업,남성,123,8643500,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,과실 및 채소 소매업,여성,108,6576200,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,관광 민예품 및 선물용품 소매업,남성,602,13583350,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,관광 민예품 및 선물용품 소매업,여성,1085,22972100,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,그외 기타 스포츠시설 운영업,남성,47,3784500,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,그외 기타 스포츠시설 운영업,여성,35,2701500,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,일도2동,체인화 편의점,여성,11403,107754230,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,일도2동,체인화 편의점,남성,22238,199879810,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,일도2동,여행사업,여성,2,1609540,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,일도2동,욕탕업,남성,40,520500,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,일도2동,욕탕업,여성,26,194000,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,일도2동,육류 소매업,남성,634,27832120,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,일도2동,육류 소매업,여성,772,29470120,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,일도2동,일반유흥 주점업,남성,579,109035700,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,일도2동,일반유흥 주점업,여성,133,11769700,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,일도2동,일식 음식점업,남성,585,44550000,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,일도2동,일식 음식점업,여성,251,16505000,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,일도2동,전시 및 행사 대행업,남성,208,877000,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,일도2동,전시 및 행사 대행업,여성,151,586500,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,일도2동,중식 음식점업,남성,603,15094500,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,일도2동,중식 음식점업,여성,273,6935000,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,일도2동,차량용 주유소 운영업,남성,3201,134655828,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,일도2동,차량용 주유소 운영업,여성,2062,83448905,10217997.68,626110.65,3317828.187,2021-07-26
Aug-20,제주시,조천읍,그외 기타 종합 소매업,남성,3116,117209650,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,기타 수상오락 서비스업,남성,176,8453200,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,슈퍼마켓,여성,5103,170918660,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,스포츠 및 레크레이션 용품 임대업,남성,810,37861980,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,스포츠 및 레크레이션 용품 임대업,여성,373,15025900,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,여관업,남성,975,85393481,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,여관업,여성,773,62862215,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,여행사업,남성,48,4816000,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,여행사업,여성,41,3143382,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,욕탕업,남성,232,4753500,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,욕탕업,여성,103,2720000,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,육류 소매업,남성,295,27167324,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,육류 소매업,여성,244,36177020,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,일반유흥 주점업,남성,52,6176000,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,일반유흥 주점업,여성,16,1180000,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,일식 음식점업,남성,995,78864500,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,일식 음식점업,여성,675,47216000,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,슈퍼마켓,남성,6507,198556640,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,수산물 소매업,여성,93,5185700,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,기타 수상오락 서비스업,여성,70,3465400,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,기타 외국식 음식점업,남성,205,4530500,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,기타 외국식 음식점업,여성,106,2580000,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,기타 주점업,남성,28,5004000,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,기타 주점업,여성,4,470000,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,기타음식료품위주종합소매업,남성,4071,119795500,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,기타음식료품위주종합소매업,여성,3290,99058640,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,마사지업,여성,2,165000,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,비알콜 음료점업,남성,2476,24714200,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,비알콜 음료점업,여성,2534,26433560,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,빵 및 과자류 소매업,남성,3021,49580109,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,빵 및 과자류 소매업,여성,3824,62843720,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,서양식 음식점업,남성,3658,83936360,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,서양식 음식점업,여성,4147,92944260,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,조천읍,수산물 소매업,남성,123,8421000,7066290.234,866796.472,5516239.834,2021-07-26
Aug-20,제주시,조천읍,그외 기타 종합 소매업,여성,2712,105702170,6995098.621,580405.183,4991744.338,2021-07-26
Aug-20,제주시,일도2동,여행사업,남성,10,8734460,8636790.509,520282.603,3570913.347,2021-07-26
Aug-20,제주시,한경면,서양식 음식점업,남성,1648,40332000,2564367.899,223314.747,1603654.163,2021-07-26
Aug-20,제주시,한경면,서양식 음식점업,여성,1792,39068730,2273909.006,173480.111,1295156.436,2021-07-26
Aug-20,제주시,화북동,건강보조식품 소매업,남성,36,4928080,8444366.896,975721.435,3329196.291,2021-07-26
Aug-20,제주시,화북동,건강보조식품 소매업,여성,51,9750940,9030950.809,536989.852,2878933.751,2021-07-26
Aug-20,제주시,화북동,과실 및 채소 소매업,남성,339,19238950,8444366.896,975721.435,3329196.291,2021-07-26
